x1,y1,z1
-39.05630493,55.42990112,-100.4940948
-33.78871155,51.71200562,-97.99009705
-41.10479736,55.47412109,-103.414917
-40.86505127,59.86376953,-101.7927094
-39.55490112,60.84835815,-98.18411255
-38.74568176,-24.14007568,-99.73095703
29.72833252,-14.5453186,-97.15034485
29.77886963,-18.43466187,-98.03370667
-35.77348328,-7.375274658,-97.69456482
26.15786743,7.711425781,-99.09065247
-28.13006592,37.32910156,-97.9521637
-27.78042603,43.34765625,-96.37825012
39.27047729,-47.11257935,-101.9769135
34.1829834,-45.16662598,-96.63117981
35.581604,-48.62271118,-96.39431763
39.33624268,-50.70294189,-99.92050171
29.02639771,-23.84692383,-97.01237488
24.27423096,7.742401123,-95.12309265
22.35241699,18.10772705,-92.67134094
22.3421936,13.36895752,-91.04046631
26.86016846,20.0736084,-99.5741272
-27.98904419,18.31048584,-97.64579773
26.85449219,26.24282837,-98.48881531
27.22848511,31.10742188,-97.59513855
23.35641479,27.94302368,-96.12762451
42.5635376,50.35498047,-99.93287659
35.58258057,43.6506958,-97.62623596
-32.86335754,56.33496094,-95.73312378
31.48031616,-40.22079468,-96.59281921
30.07955933,-35.39782715,-96.85839844
-36.36550903,-22.48632813,-98.11967468
-35.3870697,-20.39828491,-96.30662537
-35.25997925,-14.46191406,-96.71131897
28.51376343,-9.429718018,-95.69953918
22.34509277,23.10491943,-95.03282166
-26.92907715,23.93060303,-96.78286743
-25.08911133,28.02008057,-95.82714844
-26.50875854,47.99884033,-95.13130188
39.17779541,49.81451416,-96.82923889
42.04815674,53.98675537,-96.98388672
37.12625122,-51.62121582,-95.45368958
40.27362061,-55.56768799,-98.74317932
26.3600769,-31.98245239,-93.84135437
29.03277588,-17.76812744,-95.25643921
26.68994141,-5.888366699,-91.89424133
-27.19577026,10.06362915,-93.26701355
30.19165039,36.73373413,-97.38442993
33.52133179,46.44528198,-95.26489258
-39.04742432,-37.81091309,-93.0940094
-34.72265625,-30.23950195,-93.49479675
-33.59480286,-10.65621948,-94.15219116
-33.7852478,-4.199615479,-93.84883118
-23.29214478,24.75762939,-89.79737854
-23.10736084,32.69958496,-93.94313049
22.98922729,32.90551758,-94.08709717
27.87594604,40.9362793,-94.79142761
-22.65185547,40.31542969,-93.77772522
36.58990479,51.67306519,-94.36265564
-27.52957153,53.18609619,-93.9315033
-34.53340149,60.91687012,-94.66307068
40.12902832,-58.26937866,-93.79956055
36.81253052,-55.33862305,-92.05975342
-52.66896057,-46.68341064,-97.68731689
-45.13684082,-41.88381958,-95.1946106
25.7194519,-19.77871704,-90.98794556
26.81655884,-12.39755249,-91.85163879
-26.01971436,15.21817017,-94.68403625
-21.96936035,37.09091187,-92.90583801
21.4057312,36.87017822,-92.04362488
-40.54162598,64.51449585,-98.65252686
-38.28474426,65.20108032,-95.35098267
-39.73776245,70.35806274,-96.40512085
-38.57495117,72.28436279,-92.46487427
27.01464844,-38.61102295,-92.87202454
23.46759033,-26.6640625,-91.52729797
-34.15637207,-8.103820801,-94.16001892
-31.81860352,1.767303467,-92.21159363
-24.25485229,19.8114624,-91.11132813
-22.22763062,28.70849609,-89.20852661
20.6633606,27.65673828,-92.61486816
29.27142334,49.70501709,-91.10055542
41.55630493,57.29989624,-93.77737427
44.97180176,59.87026978,-95.45071411
-30.28234863,58.90689087,-92.76191711
32.62265015,-50.54125977,-91.29901123
-46.2424469,-47.46514893,-90.35670471
28.71328735,-44.21405029,-91.46949768
21.41314697,-32.30810547,-90.56826782
23.35870361,3.678710938,-91.44338989
19.12677002,31.36932373,-89.33732605
-18.34127808,40.32550049,-89.4365387
47.39761353,65.85675049,-93.92823792
42.69741821,61.93914795,-91.93849182
-30.78356934,63.89053345,-91.21714783
-54.18994141,-51.92245483,-92.60951233
-31.47964478,-6.484039307,-91.55622864
-31.28497314,-1.758148193,-90.31950378
-28.57235718,6.623901367,-91.50666809
-19.18441772,35.27972412,-89.25265503
-21.09814453,44.84628296,-91.57537842
21.63009644,41.58135986,-90.59158325
36.63278198,56.31201172,-91.40234375
42.92025757,-62.36489868,-94.29234314
39.97122192,-61.77764893,-88.95214844
21.56414795,9.126831055,-89.55265808
21.21746826,47.96182251,-87.38153076
-20.71200562,50.90655518,-90.24143982
-25.33059692,56.35449219,-91.3319397
-48.13444519,-51.47119141,-87.72720337
-38.59562683,-43.66809082,-88.52069092
-40.38743591,-47.08465576,-86.50498962
21.87753296,-0.39263916,-85.37028503
-25.53762817,10.63674927,-88.04415894
19.34628296,24.28305054,-87.81340027
-19.9352417,31.73562622,-87.84617615
17.50842285,37.94631958,-87.44735718
-15.78546143,46.12188721,-86.60098267
33.11245728,57.10028076,-89.64622498
-14.74816895,52.88711548,-85.41993713
-21.11965942,58.14624023,-88.51809692
38.54547119,61.20785522,-89.50852966
42.23297119,65.32421875,-89.59217834
35.33554077,63.14501953,-87.21684265
-32.18029785,70.38171387,-89.21635437
-35.66149902,74.81628418,-88.58500671
-40.38899231,78.33843994,-90.18984985
44.77587891,-68.93222046,-88.17556763
-29.01907349,-1.326812744,-88.17842102
-27.57635498,4.325500488,-87.20545959
20.6416626,6.926879883,-83.26899719
27.40335083,55.39523315,-87.66342163
-60.77825928,-60.44454956,-86.90933228
-54.53883362,-57.58447266,-83.84690857
-57.57012939,-56.24234009,-89.88813782
33.79797363,-59.58108521,-84.27796936
-43.72966003,-51.79977417,-84.09507751
17.40093994,43.20883179,-85.69303894
-22.70892334,65.7611084,-86.04373169
43.91836548,70.50823975,-86.9745636
-28.77597046,73.1937561,-85.65393066
-49.75587463,-54.89874268,-84.06306458
27.95159912,-53.77978516,-84.71450806
20.33319092,12.36514282,-85.39646912
19.82284546,17.2210083,-83.12797546
-15.27114868,38.61737061,-83.10961914
-14.43804932,42.51428223,-84.79804993
16.47354126,46.91394043,-83.43278503
36.28924561,68.26870728,-84.686203
-35.0071106,78.61120605,-85.64724731
41.03579712,-66.52462769,-84.304245
-54.82658386,-59.12512207,-80.32695007
19.21096802,3.343383789,-81.98312378
-22.58944702,22.44400024,-84.11930847
-21.12255859,25.85931396,-83.86566162
17.19943237,29.52215576,-81.63093567
15.7689209,35.90249634,-83.05680847
-17.50097656,33.93585205,-82.8572998
14.96856689,40.77386475,-82.63761902
-15.38739014,59.11428833,-84.17759705
42.54052734,74.47518921,-81.98213196
-13.65335083,41.19955444,-81.29154968
-12.80853271,44.82681274,-81.60656738
17.95477295,49.65234375,-83.509552
21.19082642,54.24563599,-84.37109375
27.36407471,62.0112915,-84.37162781
-27.65478516,79.31616211,-79.78717041
37.72497559,-67.50280762,-78.63742065
-66.25901794,-64.6418457,-82.80822754
-59.5151825,-61.53448486,-80.0091095
-22.67059326,15.65679932,-83.24133301
18.25698853,23.4046936,-79.75056458
-19.17642212,29.26342773,-80.54373169
-11.97494507,49.59710693,-80.0799408
19.84954834,57.92926025,-81.24783325
-15.47094727,64.30288696,-82.48852539
-19.12838745,70.53747559,-80.5292511
-34.93309021,83.10940552,-81.10446167
-40.30326843,83.04986572,-86.18315125
32.67608643,-63.9541626,-78.25878906
19.43383789,12.85101318,-80.3704071
13.80844116,45.07180786,-79.41859436
-11.96057129,55.24459839,-81.67268372
16.25952148,53.04898071,-79.93936157
23.53399658,64.57144165,-79.92172241
30.51837158,68.11715698,-82.1159668
-42.65762329,88.50143433,-82.12306213
29.9866333,-61.09432983,-79.93000793
14.80239868,34.35736084,-75.59999084
-14.86462402,36.39093018,-77.66841125
-13.3782959,39.64157104,-77.73883057
43.93579102,-71.33486938,-81.97447205
15.13858032,49.05249023,-79.25500488
-11.68954468,59.71435547,-79.79023743
30.26831055,71.54244995,-78.43244934
36.10662842,72.08383179,-81.37458801
-48.59992981,-57.70285034,-77.71047974
-16.52420044,32.92657471,-75.71356201
13.59017944,40.40618896,-77.48506165
-11.77316284,64.12719727,-78.40522766
-61.9934845,-64.04241943,-74.98054504
18.48696899,15.40435791,-76.13973999
-20.60095215,22.05551147,-77.08686829
16.33514404,27.1842041,-72.48005676
37.92895508,76.96011353,-75.43914795
-31.2762146,84.78216553,-76.89097595
-37.02780151,87.56536865,-76.5896759
41.87579346,-73.44560242,-74.69335938
47.23117065,-76.38024902,-79.1710968
-52.02684021,-60.77108765,-75.25883484
17.55722046,19.60202026,-72.94651794
15.15997314,32.15426636,-68.99151611
-11.38830566,44.7567749,-76.27705383
-9.747406006,54.83349609,-77.07685852
-12.81488037,68.40319824,-75.27687073
22.24145508,67.24859619,-75.83418274
-20.53457642,77.58123779,-76.14654541
45.35928345,78.83377075,-77.79779053
-24.84692383,80.81445313,-77.59243774
-26.81243896,83.23181152,-77.72731018
-41.82159424,91.1612854,-75.47360229
33.54562378,-65.5534668,-75.60585022
-69.29878235,-67.75665283,-75.63676453
-56.48657227,-62.59255981,-74.03363037
18.21960449,11.2640686,-76.28939819
-19.36102295,26.92474365,-74.75367737
-9.219146729,60.1104126,-74.01852417
16.83270264,58.98886108,-75.66046143
-16.01895142,72.45742798,-76.44717407
32.0163269,75.37930298,-75.0271759
28.95870972,-63.26461792,-75.07562256
-18.0411377,29.17993164,-72.40971375
-9.672546387,49.78353882,-73.04658508
12.28778076,48.09622192,-73.14463806
12.94396973,51.8104248,-72.99557495
-8.87387085,55.01107788,-71.4078064
-9.85925293,64.18405151,-72.71511841
27.62075806,72.65435791,-75.60447693
34.00274658,78.39804077,-71.94116211
48.06546021,-79.65257263,-72.17961121
-64.42735291,-66.15228271,-68.33938599
17.09835815,63.97967529,-71.87960815
24.61999512,71.17913818,-74.43457031
-23.37463379,82.25769043,-77.02600098
-29.51544189,87.76303101,-74.92185974
35.50320435,-68.29525757,-74.44084167
32.4012146,-65.50006104,-74.36779785
-57.90409851,-64.28848267,-71.11315918
-15.98382568,31.7355957,-67.9682312
14.29672241,34.77560425,-67.44128418
-11.15548706,42.37591553,-70.05218506
12.209198,44.50579834,-71.31726074
13.97613525,59.38815308,-68.16976929
22.58575439,69.50537109,-73.12762451
-15.35968018,73.39065552,-72.19169617
28.046875,74.41290283,-72.68643188
-19.44750977,81.5355835,-74.34841919
-17.41705322,78.55487061,-71.60140991
-32.60876465,88.32757568,-73.3059845
36.96124268,-71.87014771,-71.8142395
-18.36773682,15.41949463,-72.35839844
-18.72561646,20.59036255,-69.46963501
-18.39212036,25.29556274,-70.60269165
-13.87503052,36.56549072,-70.01333618
12.83877563,39.71835327,-68.28167725
-10.19458008,45.45870972,-71.56738281
12.49035645,55.38500977,-66.67541504
-9.72354126,68.49804688,-68.12017822
40.03295898,-75.77819824,-68.84823608
16.8616333,13.29559326,-71.81558228
11.94989014,49.36080933,-68.33538818
-8.237792969,57.82543945,-67.81716919
19.20422363,67.6307373,-67.39523315
-8.549163818,62.42288208,-66.74456787
24.25622559,72.61315918,-70.05526733
-68.53486633,-67.41616821,-70.48104858
-9.359863281,46.7543335,-64.84286499
15.3442688,62.65106201,-65.58740234
29.01379395,77.10748291,-68.9513855
36.02075195,81.75265503,-67.31170654
43.9440918,83.15863037,-69.98141479
-70.69976807,-68.80834961,-67.21887207
15.77340698,22.23120117,-66.71844482
15.49691772,29.94256592,-63.05822754
13.50564575,36.70758057,-58.7833252
11.20413208,47.10125732,-64.59106445
22.11120605,73.44519043,-66.42156982
-37.12763977,89.66165161,-71.52749634
-32.62963867,90.63409424,-69.02859497
46.21353149,-80.23330688,-64.65628052
-57.28245544,-65.04281616,-65.38684082
-49.98178101,-63.64788818,-69.92425537
11.62759399,43.22720337,-63.41287231
11.54718018,51.12973022,-64.06060791
-8.077941895,53.23709106,-66.11035156
-13.85946655,75.13052368,-69.01889038
-13.86001587,77.66293335,-70.70874023
-36.99734497,91.60296631,-66.77426147
-41.30773926,92.97183228,-70.5043335
41.12536621,-78.03430176,-64.32302856
31.76184082,-70.45578003,-70.24673462
16.14263916,26.41333008,-64.684021
15.88647461,28.68380737,-65.46658325
-16.89260864,26.71777344,-65.74972534
-14.7328186,32.63696289,-59.02770996
-32.34648132,91.58795166,-64.17102051
14.97686768,32.21255493,-62.20455933
17.28799438,68.64920044,-63.90826416
-9.083862305,72.43310547,-67.83221436
-60.96490479,-66.074646,-61.61495972
15.31222534,24.33999634,-59.98449707
-5.879516602,68.38153076,-65.46807861
27.17129517,79.66592407,-67.05285645
-76.39573669,-74.59007263,-66.93753052
-73.23831177,-71.65545654,-63.18551636
-67.38645935,-68.39749146,-61.09152222
11.71398926,53.58895874,-59.37808228
12.15325928,57.86480713,-60.46234131
-8.105651855,65.52767944,-63.3996582
18.51806641,75.24206543,-67.7883606
16.84396362,71.41641235,-63.37045288
49.73190308,-83.99940491,-56.52648926
52.20184326,-85.26268005,-65.27325439
12.62094116,39.28848267,-59.94662476
-12.20498657,40.60797119,-61.5763855
-7.670684814,58.00393677,-62.68447876
15.62945557,65.49951172,-62.56716919
32.89111328,84.37188721,-64.93563843
36.78781128,84.21929932,-61.20721436
40.88442993,85.04318237,-61.44326782
42.39828491,-80.05728149,-59.07058716
-56.47935486,-66.01498413,-60.97720337
15.68234253,27.80148315,-59.56591797
12.01971436,40.59146118,-61.10195923
11.31143188,44.76925659,-58.26785278
-6.750091553,51.03872681,-59.91488647
-7.092010498,54.20397949,-60.73278809
-6.204376221,62.0105896,-61.52633667
-6.18536377,65.63320923,-63.1781311
-51.62646484,-66.31851196,-63.67016602
12.36016846,39.79470825,-52.57403564
-36.03823853,92.7875061,-61.75842285
-76.31092834,-73.99189758,-61.11080933
-72.51228333,-71.25750732,-57.83535767
14.66986084,33.83999634,-57.40216064
-9.318450928,46.02587891,-58.72680664
13.09619141,62.95132446,-59.78179932
45.05447388,87.53091431,-63.11611938
-13.63006592,38.73104858,-54.94781494
11.16433716,49.17797852,-58.16088867
-5.775726318,56.75634766,-59.78936768
14.36248779,67.55407715,-61.25161743
39.27764893,85.26550293,-58.49514771
10.70910645,50.72528076,-56.39575195
-3.963653564,59.2194519,-60.15093994
10.09643555,63.48904419,-59.59002686
-33.45652771,91.33068848,-58.77584839
-36.95729065,93.24502563,-58.56939697
54.42282104,-87.53160095,-55.34396362
56.14971924,-91.40515137,-59.62081909
-63.04524231,-67.07296753,-55.16229248
14.87991333,29.99731445,-53.1685791
9.887908936,46.16381836,-55.4649353
9.336395264,59.56924438,-57.42861938
-32.5622406,92.48425293,-60.09249878
-33.92138672,92.67196655,-57.94906616
58.04870605,-92.6111145,-52.43270874
-76.23286438,-73.35975647,-56.31243896
-74.44407654,-71.50317383,-54.57321167
-67.64863586,-68.80410767,-54.80761719
-59.0994873,-66.28448486,-57.5062561
14.30517578,36.59674072,-52.17199707
-14.35012817,36.53921509,-52.53872681
11.55026245,41.93341064,-56.13961792
42.01397705,88.69433594,-58.68753052
-34.6738739,95.83651733,-57.85992432
46.07330322,-82.37181091,-53.50292969
15.00030518,33.76644897,-49.5690918
-11.09521484,43.68548584,-54.07363892
10.47817993,53.63677979,-55.60025024
7.796722412,54.52075195,-55.22003174
-7.54208374,46.78201294,-54.91220093
37.08773804,86.537323,-59.11038208
43.10061646,-81.66386414,-53.86621094
-71.65379333,-70.58700562,-51.13168335
-12.69720459,40.63363647,-51.1427002
7.022460938,49.30908203,-54.05523682
-9.679016113,44.34286499,-51.04058838
56.77606201,-89.02108765,-49.46209717
48.86251831,-83.6638031,-51.1529541
-11.87023926,36.34588623,-49.86654663
9.720367432,41.84057617,-51.58392334
6.824035645,43.31671143,-53.00561523
53.14614868,-85.35009766,-47.62884521
-66.81900024,-68.13949585,-50.08575439
9.933532715,40.18167114,-47.9291687
6.773834229,38.08486938,-53.62402344
-7.064544678,44.86044312,-52.35321045
47.55236816,-83.55433655,-47.99728394
-77.26976013,-73.11198425,-51.23858643
-74.7224884,-70.01452637,-44.59707642
-70.14016724,-69.22787476,-47.76397705
13.91592407,36.81613159,-45.67144775
-9.524017334,41.38461304,-50.78741455
-68.66557312,-68.09085083,-44.55038452
14.17977905,32.4732666,-46.70516968
-80.87324524,-71.79974365,-43.55657959
-82.29525757,-77.09536743,-47.13250732
12.90512085,39.48672485,-47.19625854
11.27774048,40.46682739,-45.44805908
58.84274292,-90.0874939,-45.37145996
53.18917847,-83.98977661,-41.45297241
49.91238403,-83.38899231,-44.29876709
-72.21296692,-67.78491211,-41.50830078
-68.88195801,-66.46987915,-39.72888184
8.002197266,34.48931885,-43.89071655
9.161407471,35.97125244,-42.76715088
11.07507324,38.01803589,-42.89831543
5.562988281,36.14306641,-44.00750732
8.403778076,39.13668823,-45.76193237
11.51257324,34.21902466,-42.75454712
9.680480957,38.39834595,-41.49139404
58.9286499,-86.954422,-39.40072632
-79.48893738,-69.39746094,-39.78939819
62.56750488,-93.02827454,-41.38366699
-76.73925781,-68.79333496,-38.78604126
-73.36463928,-67.30984497,-37.3359375
53.33908081,-84.60678101,-37.73114014
-82.44490051,-69.86978149,-39.03085327
-79.09991455,-68.52877808,-37.43093872
-79.9868927,-68.01873779,-37.07440186
-77.08361816,-67.60723877,-36.37738037
63.96685791,-91.57093811,-37.64517212
62.53561401,-86.4468689,-34.39819336
57.76675415,-84.79568481,-34.40209961
-82.9150238,-68.03588867,-36.93161011
-82.77153015,-65.89508057,-34.90490723
-79.81074524,-66.93222046,-34.91262817
-76.85319519,-65.87838745,-33.91812134
-81.16564941,-64.80307007,-32.77786255
-82.30821228,-64.86108398,-34.11050415
66.79650879,-85.38626099,-30.56958008
65.62356567,-90.40791321,-33.3347168
-82.84382629,-64.13830566,-34.42453003
-83.61219788,-64.40200806,-33.01293945
61.37530518,-83.7170105,-31.79696655
65.33444214,-81.08277893,-29.706604
-79.2454834,-63.27163696,-30.47421265
67.86157227,-89.46284485,-30.47219849
-84.50956726,-63.47021484,-30.43496704
-84.74806213,-59.12649536,-27.98217773
-24.09466553,-16.28744507,-88.75370789
-29.23342896,-19.39456177,-92.24195862
-23.87295532,-23.45019531,-89.20297241
19.70407104,-21.99761963,-87.56715393
23.87832642,-16.50747681,-87.99699402
16.30596924,-17.02890015,-84.33052063
