x1,y1,z1,x2,y2,z2
60.80002213,523.2423096,84.03403473,12.76104736,-69.86755371,-73.14134216
35.42138672,521.1560059,66.44854736,22.48516846,-74.21261597,-68.13760376
98.08700562,520.7156982,32.52409744,26.19390869,-72.01797485,-68.82815552
128.055954,500.1008911,46.61277771,-37.00015259,-71.49172974,-68.16543579
-88.71118164,503.4073792,97.39776611,-14.3855896,10.80667114,-71.51779175
4.659680843,517.6370239,78.17128754,-12.49990845,11.21578979,-65.7338562
-16.28742981,528.8774414,49.83220673,-16.58377075,14.24514771,-67.50515747
15.38169289,524.460083,43.89908218,-43.3561554,-72.93560791,-64.93222046
73.53826904,530.203125,9.506576538,-78.82072449,-98.32798767,-65.81976318
98.24954224,523.9920654,3.368019104,-83.20506287,-93.85043335,-65.09634399
122.0778046,509.9981995,8.237949371,-81.47027588,-95.01425171,-67.49020386
32.44740295,526.555603,9.173088074,-82.51792908,-87.83338928,-66.25473022
-105.3610077,522.3704834,-14.49350739,-83.40231323,-87.81672668,-65.48999023
144.5858459,531.4605103,-76.83302307,26.46813965,-78.36483765,-64.08816528
89.48753357,535.4182129,-120.7748566,-47.60002136,-68.11117554,-65.38821411
44.69409943,495.7766113,200.6783447,29.5085144,-82.15652466,-59.61935425
122.571228,496.5335999,166.4313507,34.78097534,-77.64624023,-62.64526367
160.0635986,488.6161194,137.4076233,-47.92895508,-72.48400879,-61.55703735
73.79899597,506.6612854,115.4832611,-49.43444824,-68.11749268,-62.96710205
35.16890335,510.9507751,101.0207214,-48.61383057,-69.19586182,-61.14215088
35.64341736,522.3817139,41.91312408,-49.19482422,-70.65100098,-59.21109009
-0.476460993,503.0935059,119.1961136,-49.63687134,-67.46020508,-60.82260132
-37.60607529,514.2668457,88.09646606,25.45687866,-84.73631287,-60.10488892
-47.67348099,519.7641602,46.93216705,-49.11172485,-68.99871826,-59.1940918
-0.896843016,530.2602539,20.0213623,-50.32606506,-70.79040527,-58.17422485
-34.37371063,528.315918,16.16303253,-52.81687927,-67.87652588,-58.16073608
181.942627,511.9046021,-32.22657776,-52.90306091,-73.41398621,-56.74539185
87.46073914,531.4815674,-14.84147644,30.89013672,-87.97911072,-54.60647583
61.35227966,531.4200439,-27.22325134,33.01779175,-82.61453247,-56.54092407
27.26716423,531.6992188,-33.86386871,-56.61221313,-69.92984009,-54.42932129
90.69616699,529.0209961,-41.77916718,-58.12670898,-73.52703857,-51.34335327
44.77462006,526.9660645,-56.85364532,-56.77842712,-77.00656128,-52.57791138
26.27750397,532.3913574,-57.31229401,9.235046387,32.71426392,-40.81954956
-82.33924866,535.4321899,-61.89988708,6.347259521,31.28833008,-41.98641968
-53.66025925,541.605835,-92.48458862,8.296447754,32.6585083,-42.55599976
30.18930054,476.8798218,229.573761,7.866241455,34.82376099,-40.6350708
112.6503296,489.5012207,119.6852951,6.352203369,33.8102417,-42.5581665
135.5345459,486.193512,88.50720215,7.681854248,36.42126465,-41.13238525
-73.26371765,497.5772705,58.74588776,10.35217285,35.82208252,-39.28625488
185.4471741,496.092804,56.76131439,9.798339844,38.18927002,-39.79095459
-72.81774902,509.9308777,18.66431618,-65.19468689,-87.80337524,-41.21871948
111.1260529,524.324707,-20.3224411,-67.07843018,-81.79051208,-38.668396
-8.064650536,528.3243408,-17.80485535,-70.4659729,-84.18148804,-34.40283203
5.691849232,527.6369629,-56.20071411,-72.50915527,-94.24940491,-38.64120483
69.76750183,526.4008179,-57.55776215,-72.96682739,-94.46083069,-36.51055908
26.82315063,524.3987427,-82.12298584,-73.71810913,-95.61183167,-37.1008606
153.9247131,523.210083,-88.19094849,-72.25068665,-90.68708801,-35.40795898
136.0720367,524.9264526,-116.686615,-73.37715149,-89.68510437,-31.99237061
-76.49694824,532.3810425,-92.67195129,-74.49671936,-85.35972595,-28.59802246
43.61961746,526.6479492,-147.2366333,-75.19371033,-71.57867432,-32.11898804
69.91365051,480.1887512,220.1608582,-74.74195862,-66.40560913,-31.57846069
114.4756165,471.8284912,212.8298492,-78.24029541,-66.73977661,-28.02780151
-72.24676514,501.3636475,135.1550293,-71.29983521,-69.14187622,-34.35925293
-42.29010391,481.2530518,142.766571,-79.93493652,-61.26919556,-27.39004517
205.3496399,491.2408447,-7.149714947,-79.83071899,-82.93238831,-24.61236572
-55.39651108,517.4019775,-20.62168884,-79.17158508,-90.28366089,-24.4503479
-103.9935455,487.2446899,-22.26964569,-81.48921204,-63.55493164,-24.78881836
138.4286957,505.6372375,-26.34449768,-83.37408447,-100.0756226,-25.57788086
117.8516693,519.5129395,-54.14627075,-78.10549927,-94.42750549,-27.76519775
-33.49930191,518.7566528,-59.00663757,-83.65525818,-96.71980286,-24.42980957
181.3378143,507.2383423,-72.67745972,-83.5716095,-88.2591095,-22.46646118
-48.0532341,534.960083,-116.9650574,-82.08508301,-51.78356934,-19.53851318
-38.53923416,483.4742737,201.8134155,-80.64303589,-47.26382446,-20.27960205
161.6735687,466.9777222,185.3718719,-77.92579651,-44.2925415,-16.49908447
85.39607239,482.4432983,154.7886658,-81.08792114,-45.2633667,-15.67169189
38.66404724,495.0507813,145.6236877,45.58969116,-34.1678772,-6.305847168
-128.5589294,489.801239,66.88583374,46.22946167,-28.95965576,-8.193756104
-74.98002625,481.5138855,101.0831757,52.55844116,-34.40658569,-8.63861084
-104.7514191,481.3666382,28.69254684,58.64498901,-20.04119873,-6.031158447
-73.63475037,499.8262329,-60.19062805,54.90078735,-23.50976563,-8.544158936
90.97052002,518.972229,-72.62446594,54.41867065,-17.9694519,-6.289123535
-7.726776123,521.3166504,-89.94351196,-47.14598083,-23.47695923,-5.673492432
60.78848267,516.3815308,-85.75097656,-47.82669067,-17.40325928,-7.585357666
161.9565582,510.2045288,-111.5482788,-42.75785828,-17.04351807,-4.674224854
-72.03509521,528.3988037,-117.2732544,-43.3422699,-13.11724854,-5.634674072
205.5728455,487.3306274,24.27025986,-40.2709198,-13.71295166,-3.852325439
116.1474609,507.2216187,-86.4012146,-40.59558105,-13.2109375,-3.817993164
170.057373,510.2146606,-94.57040405,-44.23002625,-21.76547241,-3.269348145
89.6335907,505.5343628,-102.3074341,-43.17695618,-15.72720337,-3.060638428
15.04777145,513.1420898,-120.3554993,-46.87341309,-20.8175354,-1.779510498
-97.08612061,521.1907959,-96.86323547,-40.47665405,-14.74176025,-3.595214844
-47.3153801,523.8624268,-140.1443176,-55.77157593,-29.48977661,-3.272796631
-4.627944946,519.3604126,-159.0533752,-49.8263092,-28.26425171,-3.807250977
-74.78359985,483.8885193,176.5661926,-49.68945313,-27.76367188,-1.723876953
55.06822968,477.3628235,176.0692749,-56.9800415,-6.443206787,-3.49597168
-113.4568787,480.5267639,132.6339722,-62.26669312,-5.372589111,-3.06262207
-0.674776018,489.9720154,157.0721741,-59.92259216,-9.398010254,-2.110046387
196.6639862,474.5466614,103.3608856,-47.53215027,-4.814056396,-114.9452057
-123.9761963,506.7519531,21.36788559,-48.18284607,-13.20040894,-114.1660156
155.7840424,483.9477234,11.84065247,-45.76979065,-5.326171875,-112.4022217
216.8984833,482.5325012,-44.76824951,-47.39533997,-20.13412476,-111.3104858
144.4689026,501.5126343,-66.16222382,-45.24302673,-15.92315674,-109.4433136
-125.7518311,508.914917,-65.59260559,-45.34266663,-0.123046875,-113.4967041
45.087677,516.9481201,-113.0337372,-40.96286011,-1.927368164,-108.8408356
155.372757,503.606842,-140.3597412,-41.57849121,-8.705474854,-107.733963
120.6759033,515.5980225,-152.8475647,-44.97108459,8.023010254,-113.7372589
79.05796814,514.1871948,-168.5717468,-44.09143066,4.120880127,-112.3692169
56.81110382,460.0833435,251.6428375,-40.37690735,6.999450684,-109.2133179
89.23884583,459.8340759,243.1183014,-40.86172485,13.50592041,-109.6916351
-69.66769409,457.2581482,222.999527,-44.26783752,15.63769531,-113.8472137
142.0305328,471.6815796,121.8300858,-42.31274414,19.12142944,-110.836441
-83.5953064,464.3505859,135.9243164,-44.31135559,-20.64492798,-107.3125763
-144.0453949,498.1247559,-17.7299881,-41.72062683,-15.57952881,-104.6680145
-52.85591507,506.9900208,-76.43299866,-40.49398804,2.720794678,-109.3615112
66.97102356,503.3010864,-116.7319794,-35.42082214,10.41708374,-105.3539886
-18.40861511,499.5663452,-121.980896,-47.56483459,-25.15777588,-109.2230072
49.40131378,499.0281982,-149.1377258,35.82037354,-16.05517578,-109.1247253
21.45825386,451.211853,264.0169067,35.29302979,-22.33135986,-107.278244
-17.73304749,462.1419983,241.8605194,39.29800415,-18.68734741,-112.8535614
77.01447296,467.289093,188.5279846,39.14074707,-11.70391846,-113.2441559
22.05548859,469.9797058,187.9237213,35.68414307,-9.966583252,-108.8048248
189.3838806,466.4527893,150.866394,37.29449463,-4.68850708,-110.2947388
-154.930069,458.4866638,101.0533218,38.42047119,1.964355469,-111.1893463
172.4589539,458.1686096,98.3571167,33.80905151,0.710845947,-106.9620361
159.620285,472.4595032,57.35926437,36.45733643,7.334197998,-108.9520721
165.6542053,480.2099915,-37.04779816,-39.89546204,24.11828613,-107.9206085
-38.29445267,507.7383728,-94.20742798,-42.79702759,24.87081909,-110.7007904
183.9276276,496.7489929,-104.900528,35.83950806,-29.68313599,-106.2878723
170.7271729,498.7765198,-123.266983,39.38613892,-30.24551392,-112.9988098
-97.81210327,510.8353577,-127.6013184,39.53585815,-25.29022217,-112.366333
140.8164978,496.3756104,-169.1584015,-42.769104,-25.28543091,-103.7888489
-76.70262146,514.5927734,-146.5950012,39.01571655,14.91830444,-109.566452
-116.8968964,451.5707703,190.9925232,36.17706299,19.27020264,-105.8308563
-16.47972488,468.7912903,182.9569702,33.24981689,12.55413818,-105.6595154
-144.3647308,451.241272,148.6040039,-37.44352722,20.12860107,-106.9106598
-152.2097015,485.7300415,21.70475769,-41.60145569,34.16052246,-109.066864
205.6989136,484.8032532,-83.19126892,-42.65686035,29.48092651,-110.3798065
112.7567444,494.0582581,-109.8888397,-39.48760986,28.69476318,-107.1268616
-49.74775314,490.8614502,-121.4907227,32.99417114,-18.65951538,-105.6435242
-122.253479,501.9027405,-108.2374878,32.41241455,-13.42269897,-104.931488
93.32278442,489.1256409,-133.8591919,33.3359375,-7.33895874,-106.1242218
34.76495361,507.1566467,-183.5166931,-38.27772522,-3.627716064,-103.6392365
120.8568573,435.7218323,258.9214478,-36.38916016,1.379730225,-104.836792
54.68876648,462.7621155,201.4983521,-35.01489258,5.741119385,-103.5510254
196.5413208,445.9856873,180.2263947,31.01855469,17.7746582,-103.2870636
126.9499664,468.3420105,153.6000671,39.96194458,22.0763855,-107.2320404
221.979248,441.8554077,139.9366608,38.29602051,23.66061401,-105.7059326
218.7712402,469.1975098,54.06306458,-35.91413879,35.47879028,-103.7690277
196.0787964,459.1831055,-7.31195116,-40.63053894,40.42422485,-107.2580109
-64.62739563,495.6826477,-93.12919617,38.60479736,-36.52084351,-108.5007477
141.5262299,492.3608704,-102.5147858,35.60626221,-35.82525635,-104.5594635
3.846615076,481.6998291,-157.8890991,32.46173096,-25.48638916,-101.894455
112.1611481,494.9699707,-188.177124,32.49157715,-3.547576904,-104.7771454
79.61579895,440.473053,270.2036743,30.54156494,6.371246338,-103.6281738
-47.09186172,448.4497681,194.543869,-36.11412048,24.99136353,-105.1755829
182.8639984,463.0760498,32.26721191,36.49850464,-41.46331787,-102.3289185
237.0795288,462.046936,4.699806213,-39.25137329,-11.57684326,-101.2632904
163.0746002,479.9523315,-166.9409027,33.71975708,25.04229736,-103.2889709
140.4195099,476.7069092,-189.9634705,-31.28927612,21.77053833,-102.3909454
159.5586853,436.5492554,231.022583,39.68896484,27.14474487,-105.958374
80.02129364,441.0948792,219.9553833,41.70440674,24.96044922,-108.7441559
107.6430054,454.6327209,185.6473236,-31.66238403,27.87106323,-101.6724396
189.4176025,454.4763489,60.18422318,-39.77696228,42.58999634,-104.3722076
-106.5275116,470.6312256,70.6632309,-41.57672119,45.77203369,-105.3267975
-181.306366,459.2014465,43.37625885,-46.75111389,-31.22515869,-105.1692352
-166.3818359,480.7703552,-59.57450104,31.30880737,-18.36193848,-101.9559021
-102.1353455,483.4272461,-60.12077332,-38.87432861,-20.01745605,-100.108429
-118.3306885,495.1520081,-134.1374664,29.55224609,-8.515228271,-100.2006683
-100.4100647,496.7298889,-155.126358,-38.58789063,-6.854125977,-102.6847534
-62.39538956,496.3762512,-181.5475769,-33.81723022,3.008209229,-101.0546875
48.98582458,440.9841919,275.8156128,-33.83061218,16.22155762,-104.019165
179.0882263,443.1757813,204.2139282,-39.46270752,49.20977783,-102.8516235
38.71215439,446.3707581,227.1950684,-41.65731812,49.1411438,-105.0958252
-5.580471039,439.8023987,223.8057251,-51.60446167,-38.11523438,-105.7736816
128.2066498,420.5201416,217.5510254,-47.90281677,-38.91616821,-100.2874451
-76.33299255,454.59552,168.2286987,38.85040283,32.51205444,-103.9571838
-110.0813446,455.5615845,112.2380981,41.88464355,32.6100769,-106.7950592
-138.3694305,455.8948059,42.07429123,41.96392822,35.73199463,-105.4841614
164.7915497,473.7683105,-79.20858765,-34.38479614,42.65274048,-100.6624451
-96.30137634,479.8564453,-92.82666016,31.10122681,-30.06329346,-99.28370667
-149.3480835,484.1111145,-98.8460083,-39.17622375,-15.49118042,-101.0067749
-76.33572388,482.0340271,-117.6052856,27.44088745,1.579620361,-99.29693604
183.9726257,483.006012,-135.0441132,-30.16122437,12.18637085,-99.70544434
98.3818512,413.9060364,293.4186401,26.21905518,12.2293396,-99.44778442
-136.5967102,468.1723938,6.481194019,27.09490967,6.21194458,-100.8938141
192.6632538,456.4072571,-55.11585999,-28.881073,31.86203003,-99.14228821
233.1979218,460.6260071,-83.39707947,38.92141724,37.74041748,-102.5626526
208.9266968,472.7195435,-109.559433,33.03189087,-35.90246582,-100.1807404
147.6142578,470.7238464,-122.8765869,-40.55288696,-33.30688477,-97.60240173
155.3209686,473.7434082,-102.9367523,-38.41186523,-28.06271362,-98.50267029
123.8768921,480.1470337,-123.9326477,-34.17071533,-0.204772949,-98.57640076
-35.05210114,484.3137817,-149.2976074,-30.69332886,5.605560303,-96.65678406
-131.3915863,476.5198669,-151.705719,32.78521729,32.20495605,-100.3707275
-109.6977386,472.4496765,-180.6192474,36.99200439,40.03097534,-99.70419312
67.0372467,487.854187,-208.5177002,41.06674194,43.96142578,-101.6331787
219.9426422,425.2659912,179.2735748,-32.70768738,47.17285156,-98.79606628
145.7469482,442.7316589,180.8271027,-39.05630493,55.42990112,-100.4940948
162.4947052,454.3967896,145.637207,-33.78871155,51.71200562,-97.99009705
234.4353943,445.035553,86.42672729,-41.10479736,55.47412109,-103.414917
-135.731842,486.4517212,-124.5074005,-40.86505127,59.86376953,-101.7927094
25.299366,424.2998047,294.6231384,-39.55490112,60.84835815,-98.18411255
-12.80763245,429.8572693,284.3034668,-38.74568176,-24.14007568,-99.73095703
-56.76655197,428.7236328,268.3862,29.72833252,-14.5453186,-97.15034485
198.6383667,420.8787231,214.314209,29.77886963,-18.43466187,-98.03370667
-153.5432129,433.2577515,175.7774353,-35.77348328,-7.375274658,-97.69456482
-86.83065796,423.0658264,205.2866516,26.15786743,7.711425781,-99.09065247
-111.3642578,438.7042847,159.5983124,-28.13006592,37.32910156,-97.9521637
-177.6859894,472.88974,-13.18154144,-27.78042603,43.34765625,-96.37825012
81.81987762,469.202301,-173.9077454,39.27047729,-47.11257935,-101.9769135
38.27478027,469.473114,-193.1672974,34.1829834,-45.16662598,-96.63117981
30.39398956,490.6573486,-208.8592987,35.581604,-48.62271118,-96.39431763
137.4059753,400.2500916,289.2619324,39.33624268,-50.70294189,-99.92050171
196.9697571,435.3675232,132.5978394,29.02639771,-23.84692383,-97.01237488
217.0101013,426.6639099,78.51107788,24.27423096,7.742401123,-95.12309265
-139.3139954,441.5203247,84.36071777,22.35241699,18.10772705,-92.67134094
169.7401123,458.1765747,-108.1857758,22.3421936,13.36895752,-91.04046631
-95.2711792,468.9677124,-125.2711029,26.86016846,20.0736084,-99.5741272
210.4395142,455.8209534,-135.3022156,-27.98904419,18.31048584,-97.64579773
188.1319885,455.7146912,-164.887558,26.85449219,26.24282837,-98.48881531
114.8937073,454.7399292,-221.2328186,27.22848511,31.10742188,-97.59513855
-6.548119068,489.703186,-205.7607269,23.35641479,27.94302368,-96.12762451
61.37700272,420.1618347,296.8833618,42.5635376,50.35498047,-99.93287659
96.43243408,405.6491089,254.3550568,35.58258057,43.6506958,-97.62623596
180.538147,428.9304199,171.4437561,-32.86335754,56.33496094,-95.73312378
221.1026001,437.5422668,-38.8028183,31.48031616,-40.22079468,-96.59281921
226.7524261,453.1204224,-112.6469421,30.07955933,-35.39782715,-96.85839844
-153.4046631,470.2932129,-127.5460205,-36.36550903,-22.48632813,-98.11967468
-36.5342598,457.1984863,-182.9169617,-35.3870697,-20.39828491,-96.30662537
26.19622231,468.9503174,-231.4629822,-35.25997925,-14.46191406,-96.71131897
60.98780441,423.8378601,251.3082733,28.51376343,-9.429718018,-95.69953918
27.00998688,420.5779114,260.4865112,22.34509277,23.10491943,-95.03282166
-107.8442841,419.0562134,244.9000702,-26.92907715,23.93060303,-96.78286743
-48.07929611,414.6583252,238.2848511,-25.08911133,28.02008057,-95.82714844
163.9602814,417.622345,199.6313934,-26.50875854,47.99884033,-95.13130188
-144.300705,417.8579102,211.0011597,39.17779541,49.81451416,-96.82923889
209.3254089,444.0080872,32.13047409,42.04815674,53.98675537,-96.98388672
-173.3916321,435.6557312,7.826309204,37.12625122,-51.62121582,-95.45368958
188.5428925,450.6177979,-87.41583252,40.27362061,-55.56768799,-98.74317932
-131.0803986,464.3865356,-66.38018036,26.3600769,-31.98245239,-93.84135437
-71.13192749,469.224762,-148.8921204,29.03277588,-17.76812744,-95.25643921
125.0576172,462.7915039,-154.2454987,26.68994141,-5.888366699,-91.89424133
160.0461426,451.9059448,-195.6313782,-27.19577026,10.06362915,-93.26701355
-101.0731354,448.1376953,-212.7352905,30.19165039,36.73373413,-97.38442993
-50.73897934,459.1914063,-224.2315369,33.52133179,46.44528198,-95.26489258
66.5877533,453.5464172,-239.5415955,-39.04742432,-37.81091309,-93.0940094
-47.7699852,393.7114258,311.0502625,-34.72265625,-30.23950195,-93.49479675
-86.64884949,397.1238403,287.4241333,-33.59480286,-10.65621948,-94.15219116
-120.8087616,411.693634,194.7558899,-33.7852478,-4.199615479,-93.84883118
224.412674,405.9021606,128.0479736,-23.29214478,24.75762939,-89.79737854
-146.5974731,461.1082764,-25.12915802,-23.10736084,32.69958496,-93.94313049
253.4637604,450.1710205,-43.16375732,22.98922729,32.90551758,-94.08709717
163.6466675,443.831604,-141.7120056,27.87594604,40.9362793,-94.79142761
1.260128021,457.068573,-192.3533325,-22.65185547,40.31542969,-93.77772522
-13.46067429,458.40271,-234.9927979,36.58990479,51.67306519,-94.36265564
-2.569214106,400.3373108,316.1531067,-27.52957153,53.18609619,-93.9315033
150.8713226,417.7753906,262.3097534,-34.53340149,60.91687012,-94.66307068
61.3411293,394.2021484,282.8224792,40.12902832,-58.26937866,-93.79956055
180.0530548,395.5807495,260.8236084,36.81253052,-55.33862305,-92.05975342
-179.8412781,427.7401733,131.5881042,-52.66896057,-46.68341064,-97.68731689
-163.6050873,428.9182129,55.51520538,-45.13684082,-41.88381958,-95.1946106
244.4509735,446.7066345,46.4691925,25.7194519,-19.77871704,-90.98794556
-122.8951721,455.5426941,-114.5758514,26.81655884,-12.39755249,-91.85163879
71.70665741,448.5776367,-202.3489838,-26.01971436,15.21817017,-94.68403625
229.1670227,400.7316284,199.4085693,-21.96936035,37.09091187,-92.90583801
-172.4419403,407.4077759,184.2518005,21.4057312,36.87017822,-92.04362488
207.5594482,414.598999,160.8020935,-40.54162598,64.51449585,-98.65252686
255.0807648,416.734375,109.1809921,-38.28474426,65.20108032,-95.35098267
-181.0966797,444.3543701,87.2975235,-39.73776245,70.35806274,-96.40512085
266.6540527,433.5206604,23.6101799,-38.57495117,72.28436279,-92.46487427
224.7762909,436.6972351,-2.551841974,27.01464844,-38.61102295,-92.87202454
-157.1196442,432.8078613,-98.34594727,23.46759033,-26.6640625,-91.52729797
-160.7663727,451.6248169,-151.5631256,-34.15637207,-8.103820801,-94.16001892
-120.1583405,452.1166077,-194.1615448,-31.81860352,1.767303467,-92.21159363
38.55489349,399.0720215,320.4587097,-24.25485229,19.8114624,-91.11132813
109.5332794,388.8786926,313.9825134,-22.22763062,28.70849609,-89.20852661
-10.06163406,403.9199829,268.8585205,20.6633606,27.65673828,-92.61486816
213.5769348,389.9381714,230.9118652,29.27142334,49.70501709,-91.10055542
166.1474304,396.6460571,225.6267242,41.55630493,57.29989624,-93.77737427
247.0648499,405.3753662,158.5603943,44.97180176,59.87026978,-95.45071411
-143.6148376,410.8118286,168.8043213,-30.28234863,58.90689087,-92.76191711
237.5081635,419.2550659,24.47230721,32.62265015,-50.54125977,-91.29901123
268.4169922,436.9961243,-11.49131393,-46.2424469,-47.46514893,-90.35670471
-171.1232605,436.6723633,-49.58569336,28.71328735,-44.21405029,-91.46949768
216.4184875,434.4205322,-80.30027771,21.41314697,-32.30810547,-90.56826782
-184.083847,453.9751282,-107.7066956,23.35870361,3.678710938,-91.44338989
244.0635529,441.3486938,-104.5271301,19.12677002,31.36932373,-89.33732605
-105.9022217,450.5874023,-148.5716553,-18.34127808,40.32550049,-89.4365387
141.9319916,435.6445007,-171.970993,47.39761353,65.85675049,-93.92823792
89.64738464,429.8190002,-248.4595642,42.69741821,61.93914795,-91.93849182
76.17747498,393.4838867,320.0857239,-30.78356934,63.89053345,-91.21714783
22.66169548,396.0400391,288.3312378,-54.18994141,-51.92245483,-92.60951233
138.8553009,388.2181702,254.7449036,-31.47964478,-6.484039307,-91.55622864
194.6946259,399.6434326,195.3053589,-31.28497314,-1.758148193,-90.31950378
262.3328552,424.3412781,63.25159454,-28.57235718,6.623901367,-91.50666809
-204.2848358,427.2175598,72.17665863,-19.18441772,35.27972412,-89.25265503
263.0353699,431.9937439,-81.93464661,-21.09814453,44.84628296,-91.57537842
194.3837585,430.8725281,-112.9049988,21.63009644,41.58135986,-90.59158325
235.5532379,434.1949768,-129.6125793,36.63278198,56.31201172,-91.40234375
-136.0194855,452.6382141,-177.2625275,42.92025757,-62.36489868,-94.29234314
-87.61358643,433.8725281,-182.5310364,39.97122192,-61.77764893,-88.95214844
37.1470871,441.1315918,-253.833374,21.56414795,9.126831055,-89.55265808
-113.558075,385.1010132,231.8024139,21.21746826,47.96182251,-87.38153076
241.3015747,392.6517334,94.61940765,-20.71200562,50.90655518,-90.24143982
253.3498688,390.5390015,49.05833435,-25.33059692,56.35449219,-91.3319397
287.3919067,412.7302856,2.277626038,-48.13444519,-51.47119141,-87.72720337
-210.4930573,447.0985107,-10.09224701,-38.59562683,-43.66809082,-88.52069092
283.591156,419.6841431,-41.94138336,-40.38743591,-47.08465576,-86.50498962
214.2329102,430.5803833,-159.4461365,21.87753296,-0.39263916,-85.37028503
109.7492523,434.9238586,-194.1342621,-25.53762817,10.63674927,-88.04415894
16.21895218,441.260498,-218.2905273,19.34628296,24.28305054,-87.81340027
3.809787989,438.0085449,-255.4127808,-19.9352417,31.73562622,-87.84617615
13.64083672,375.977478,341.3440552,17.50842285,37.94631958,-87.44735718
